Ticker,Company,Ind
QIPT,Quipt Home Medical Corp.,RUSSEL 2000
QLYS,"QUALYS, INC.",RUSSEL 2000
QNST,"QUINSTREET, INC",RUSSEL 2000
QSI,Quantum-Si Inc,RUSSEL 2000
QTRX,Quanterix Corp,RUSSEL 2000
QTWO,"Q2 Holdings, Inc.",RUSSEL 2000
QUAD,"Quad/Graphics, Inc.",RUSSEL 2000
RAMP,"LiveRamp Holdings, Inc.",RUSSEL 2000
RAPT,"RAPT Therapeutics, Inc.",RUSSEL 2000
RBB,RBB Bancorp,RUSSEL 2000
RBBN,Ribbon Communications Inc.,RUSSEL 2000
RBCAA,REPUBLIC BANCORP INC /KY/,RUSSEL 2000
RBOT,Vicarious Surgical Inc.,RUSSEL 2000
RC,Ready Capital Corp,RUSSEL 2000
RCEL,"AVITA Medical, Inc.",RUSSEL 2000
RCKT,"ROCKET PHARMACEUTICALS, INC.",RUSSEL 2000
RCKY,"ROCKY BRANDS, INC.",RUSSEL 2000
RCUS,"Arcus Biosciences, Inc.",RUSSEL 2000
RDFN,Redfin Corp,RUSSEL 2000
RDN,RADIAN GROUP INC,RUSSEL 2000
RDNT,"RadNet, Inc.",RUSSEL 2000
RDUS,"RADIUS RECYCLING, INC.",RUSSEL 2000
RDVT,"Red Violet, Inc.",RUSSEL 2000
RDW,Redwire Corp,RUSSEL 2000
REFI,"Chicago Atlantic Real Estate Finance, Inc.",RUSSEL 2000
REI,"RING ENERGY, INC.",RUSSEL 2000
RELL,"RICHARDSON ELECTRONICS, LTD.",RUSSEL 2000
RELY,"Remitly Global, Inc.",RUSSEL 2000
RENT,"Rent the Runway, Inc.",RUSSEL 2000
REPL,"Replimune Group, Inc.",RUSSEL 2000
REPX,"Riley Exploration Permian, Inc.",RUSSEL 2000
RES,RPC INC,RUSSEL 2000
REVG,"REV Group, Inc.",RUSSEL 2000
REX,REX AMERICAN RESOURCES Corp,RUSSEL 2000
REZI,"RESIDEO TECHNOLOGIES, INC.",RUSSEL 2000
RGCO,RGC RESOURCES INC,RUSSEL 2000
RGNX,REGENXBIO Inc.,RUSSEL 2000
RGP,"RESOURCES CONNECTION, INC.",RUSSEL 2000
RGR,STURM RUGER & CO INC,RUSSEL 2000
RHP,"Ryman Hospitality Properties, Inc.",RUSSEL 2000
RICK,"RCI HOSPITALITY HOLDINGS, INC.",RUSSEL 2000
RIGL,RIGEL PHARMACEUTICALS INC,RUSSEL 2000
RILY,"B. Riley Financial, Inc.",RUSSEL 2000
RIOT,"Riot Platforms, Inc.",RUSSEL 2000
RKLB,"Rocket Lab USA, Inc.",RUSSEL 2000
RLAY,"Relay Therapeutics, Inc.",RUSSEL 2000
RLGT,"RADIANT LOGISTICS, INC",RUSSEL 2000
RLJ,RLJ Lodging Trust,RUSSEL 2000
RLYB,Rallybio Corp,RUSSEL 2000
RM,Regional Management Corp.,RUSSEL 2000
RMAX,"RE/MAX Holdings, Inc.",RUSSEL 2000
RMBS,RAMBUS INC,RUSSEL 2000
RMNI,"Rimini Street, Inc.",RUSSEL 2000
RMR,RMR GROUP INC.,RUSSEL 2000
RNA,"Avidity Biosciences, Inc.",RUSSEL 2000
RNAC,"Cartesian Therapeutics, Inc.",RUSSEL 2000
RNGR,"Ranger Energy Services, Inc.",RUSSEL 2000
RNST,RENASANT CORP,RUSSEL 2000
ROAD,"Construction Partners, Inc.",RUSSEL 2000
ROCK,"GIBRALTAR INDUSTRIES, INC.",RUSSEL 2000
ROG,ROGERS CORP,RUSSEL 2000
ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP,RUSSEL 2000
ROVR,Rover Metals Corp,RUSSEL 2000
RPAY,Repay Holdings Corp,RUSSEL 2000
RPD,"Rapid7, Inc.",RUSSEL 2000
RPHM,"OnKure Therapeutics, Inc.",RUSSEL 2000
RRBI,RED RIVER BANCSHARES INC,RUSSEL 2000
RRGB,RED ROBIN GOURMET BURGERS INC,RUSSEL 2000
RRR,"Red Rock Resorts, Inc.",RUSSEL 2000
RSI,"Rush Street Interactive, Inc.",RUSSEL 2000
RSVR,"Reservoir Media, Inc.",RUSSEL 2000
RUSHA,RUSH ENTERPRISES INC \TX\,RUSSEL 2000
RUSHB,RUSH ENTERPRISES INC \TX\,RUSSEL 2000
RVLV,"Revolve Group, Inc.",RUSSEL 2000
RVMD,"Revolution Medicines, Inc.",RUSSEL 2000
RVNC,"Revance Therapeutics, Inc.",RUSSEL 2000
RWT,REDWOOD TRUST INC,RUSSEL 2000
RXO,"RXO, Inc.",RUSSEL 2000
RXRX,"RECURSION PHARMACEUTICALS, INC.",RUSSEL 2000
RXST,"RxSight, Inc.",RUSSEL 2000
RXT,"Rackspace Technology, Inc.",RUSSEL 2000
RYAM,RAYONIER ADVANCED MATERIALS INC.,RUSSEL 2000
RYI,Ryerson Holding Corp,RUSSEL 2000
RYTM,"RHYTHM PHARMACEUTICALS, INC.",RUSSEL 2000
SABR,Sabre Corp,RUSSEL 2000
SAFE,Safehold Inc.,RUSSEL 2000
SAFT,SAFETY INSURANCE GROUP INC,RUSSEL 2000
SAGE,"Sage Therapeutics, Inc.",RUSSEL 2000
SAH,SONIC AUTOMOTIVE INC,RUSSEL 2000
SAMG,Silvercrest Asset Management Group Inc.,RUSSEL 2000
SANA,"Sana Biotechnology, Inc.",RUSSEL 2000
SANM,SANMINA CORP,RUSSEL 2000
SASR,SANDY SPRING BANCORP INC,RUSSEL 2000
SATS,EchoStar CORP,RUSSEL 2000
SAVA,CASSAVA SCIENCES INC,RUSSEL 2000
SAVE,"Spirit Airlines, Inc.",RUSSEL 2000
SB,"SAFE BULKERS, INC.",RUSSEL 2000
SBCF,SEACOAST BANKING CORP OF FLORIDA,RUSSEL 2000
SBGI,"Sinclair, Inc.",RUSSEL 2000
SBH,"Sally Beauty Holdings, Inc.",RUSSEL 2000
SBOW,"SILVERBOW RESOURCES, INC.",RUSSEL 2000
SBRA,"Sabra Health Care REIT, Inc.",RUSSEL 2000
SBSI,SOUTHSIDE BANCSHARES INC,RUSSEL 2000
SBT,"Sterling Bancorp, Inc.",RUSSEL 2000
SCHL,SCHOLASTIC CORP,RUSSEL 2000
SCL,STEPAN CO,RUSSEL 2000
SCLX,Scilex Holding Co,RUSSEL 2000
SCPH,scPharmaceuticals Inc.,RUSSEL 2000
SCS,STEELCASE INC,RUSSEL 2000
SCSC,"SCANSOURCE, INC.",RUSSEL 2000
SCVL,SHOE CARNIVAL INC,RUSSEL 2000
SCWO,374Water Inc.,RUSSEL 2000
SD,SANDRIDGE ENERGY INC,RUSSEL 2000
SDGR,"Schrodinger, Inc.",RUSSEL 2000
SDRL,Seadrill Ltd,RUSSEL 2000
SEAT,Vivid Seats Inc.,RUSSEL 2000
SEER,"Seer, Inc.",RUSSEL 2000
SEM,SELECT MEDICAL HOLDINGS CORP,RUSSEL 2000
SEMR,"SEMrush Holdings, Inc.",RUSSEL 2000
SENEA,Seneca Foods Corp,RUSSEL 2000
SES,SES AI Corp,RUSSEL 2000
SFBS,"ServisFirst Bancshares, Inc.",RUSSEL 2000
SFIX,"Stitch Fix, Inc.",RUSSEL 2000
SFL,SFL Corp Ltd.,RUSSEL 2000
SFM,"Sprouts Farmers Market, Inc.",RUSSEL 2000
SFNC,SIMMONS FIRST NATIONAL CORP,RUSSEL 2000
SFST,SOUTHERN FIRST BANCSHARES INC,RUSSEL 2000
SG,"Sweetgreen, Inc.",RUSSEL 2000
SGH,SWEDISH EXPORT CREDIT CORP /SWED/,RUSSEL 2000
SGHC,Super Group (SGHC) Ltd,RUSSEL 2000
SGHT,"Sight Sciences, Inc.",RUSSEL 2000
SGMO,"SANGAMO THERAPEUTICS, INC",RUSSEL 2000
SGMT,Sagimet Biosciences Inc.,RUSSEL 2000
SGRY,"Surgery Partners, Inc.",RUSSEL 2000
SHAK,Shake Shack Inc.,RUSSEL 2000
SHBI,SHORE BANCSHARES INC,RUSSEL 2000
SHCR,"Sharecare, Inc.",RUSSEL 2000
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,RUSSEL 2000
SHLS,"Shoals Technologies Group, Inc.",RUSSEL 2000
SHO,"Sunstone Hotel Investors, Inc.",RUSSEL 2000
SHOO,"STEVEN MADDEN, LTD.",RUSSEL 2000
SHYF,"SHYFT GROUP, INC.",RUSSEL 2000
SIBN,"SI-BONE, Inc.",RUSSEL 2000
SIG,SIGNET JEWELERS LTD,RUSSEL 2000
SIGA,SIGA TECHNOLOGIES INC,RUSSEL 2000
SIGI,SELECTIVE INSURANCE GROUP INC,RUSSEL 2000
SILK,Silk Road Medical Inc,RUSSEL 2000
SITC,SITE Centers Corp.,RUSSEL 2000
SITM,SITIME Corp,RUSSEL 2000
SIX,Six Flags Entertainment Corp,RUSSEL 2000
SJW,SJW GROUP,RUSSEL 2000
SKIL,Skillsoft Corp.,RUSSEL 2000
SKIN,Beauty Health Co,RUSSEL 2000
SKT,TANGER INC.,RUSSEL 2000
SKWD,"Skyward Specialty Insurance Group, Inc.",RUSSEL 2000
SKY,Skyline Champion Corp,RUSSEL 2000
SKYT,"SkyWater Technology, Inc",RUSSEL 2000
SKYW,SKYWEST INC,RUSSEL 2000
SKYX,SKYX Platforms Corp.,RUSSEL 2000
SLAB,SILICON LABORATORIES INC.,RUSSEL 2000
SLCA,"U.S. SILICA HOLDINGS, INC.",RUSSEL 2000
SLDP,"Solid Power, Inc.",RUSSEL 2000
SLG,SL GREEN REALTY CORP,RUSSEL 2000
SLP,"Simulations Plus, Inc.",RUSSEL 2000
SLQT,"SelectQuote, Inc.",RUSSEL 2000
SLRN,"ACELYRIN, Inc.",RUSSEL 2000
SLVM,Sylvamo Corp,RUSSEL 2000
SM,SM Energy Co,RUSSEL 2000
SMBC,"SOUTHERN MISSOURI BANCORP, INC.",RUSSEL 2000
SMBK,SMARTFINANCIAL INC.,RUSSEL 2000
SMCI,"Super Micro Computer, Inc.",RUSSEL 2000
SMHI,SEACOR Marine Holdings Inc.,RUSSEL 2000
SMLR,"Semler Scientific, Inc.",RUSSEL 2000
SMMF,"SUMMIT FINANCIAL GROUP, INC.",RUSSEL 2000
SMMT,Summit Therapeutics Inc.,RUSSEL 2000
SMP,"STANDARD MOTOR PRODUCTS, INC.",RUSSEL 2000
SMPL,Simply Good Foods Co,RUSSEL 2000
SMR,NUSCALE POWER Corp,RUSSEL 2000
SMRT,"SmartRent, Inc.",RUSSEL 2000
SMTC,SEMTECH CORP,RUSSEL 2000
SMTI,Sanara MedTech Inc.,RUSSEL 2000
SNBR,Sleep Number Corp,RUSSEL 2000
SNCY,"Sun Country Airlines Holdings, Inc.",RUSSEL 2000
SNDX,Syndax Pharmaceuticals Inc,RUSSEL 2000
SNEX,StoneX Group Inc.,RUSSEL 2000
SNFCA,SECURITY NATIONAL FINANCIAL CORP,RUSSEL 2000
SNPO,Snap One Holdings Corp.,RUSSEL 2000
SOI,Solaris Oilfield Infrastructure Inc,RUSSEL 2000
SONO,Sonos Inc,RUSSEL 2000
SOUN,"SOUNDHOUND AI, INC.",RUSSEL 2000
SOVO,"Sovos Brands, Inc.",RUSSEL 2000
SP,SP Plus Corp,RUSSEL 2000
SPCE,"Virgin Galactic Holdings, Inc",RUSSEL 2000
SPFI,"SOUTH PLAINS FINANCIAL, INC.",RUSSEL 2000
SPHR,Sphere Entertainment Co.,RUSSEL 2000
SPNS,SAPIENS INTERNATIONAL CORP N V,RUSSEL 2000
SPNT,SiriusPoint Ltd,RUSSEL 2000
SPOK,"Spok Holdings, Inc",RUSSEL 2000
SPRY,"ARS Pharmaceuticals, Inc.",RUSSEL 2000
SPSC,SPS COMMERCE INC,RUSSEL 2000
SPT,"Sprout Social, Inc.",RUSSEL 2000
SPTN,SpartanNash Co,RUSSEL 2000
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",RUSSEL 2000
SPXC,"SPX Technologies, Inc.",RUSSEL 2000
SQSP,"Squarespace, Inc.",RUSSEL 2000
SR,SPIRE MISSOURI INC,RUSSEL 2000
SRCE,1ST SOURCE CORP,RUSSEL 2000
SRDX,SURMODICS INC,RUSSEL 2000
SRI,STONERIDGE INC,RUSSEL 2000
SRRK,Scholar Rock Holding Corp,RUSSEL 2000
SSB,SouthState Corp,RUSSEL 2000
SSBK,"Southern States Bancshares, Inc.",RUSSEL 2000
SSD,"Simpson Manufacturing Co., Inc.",RUSSEL 2000
SSP,E.W. SCRIPPS Co,RUSSEL 2000
SST,"System1, Inc.",RUSSEL 2000
SSTI,"SOUNDTHINKING, INC.",RUSSEL 2000
SSTK,"Shutterstock, Inc.",RUSSEL 2000
STAA,STAAR SURGICAL CO,RUSSEL 2000
STBA,S&T BANCORP INC,RUSSEL 2000
STC,STEWART INFORMATION SERVICES CORP,RUSSEL 2000
STEL,"Stellar Bancorp, Inc.",RUSSEL 2000
STEM,"STEM, INC.",RUSSEL 2000
STEP,StepStone Group Inc.,RUSSEL 2000
STER,Sterling Check Corp.,RUSSEL 2000
STGW,Stagwell Inc,RUSSEL 2000
STHO,Star Holdings,RUSSEL 2000
STKL,SunOpta Inc.,RUSSEL 2000
STKS,"ONE Group Hospitality, Inc.",RUSSEL 2000
STNE,StoneCo Ltd,RUSSEL 2000
STNG,Scorpio Tankers Inc.,RUSSEL 2000
STOK,"Stoke Therapeutics, Inc.",RUSSEL 2000
STR,Sitio Royalties Corp.,RUSSEL 2000
STRA,"Strategic Education, Inc.",RUSSEL 2000
STRL,"STERLING INFRASTRUCTURE, INC.",RUSSEL 2000
STRO,"SUTRO BIOPHARMA, INC.",RUSSEL 2000
STRS,STRATUS PROPERTIES INC,RUSSEL 2000
SUM,"Summit Materials, Inc.",RUSSEL 2000
SUPN,Supernus Pharmaceuticals Inc,RUSSEL 2000
SVC,Service Properties Trust,RUSSEL 2000
SVRA,Savara Inc,RUSSEL 2000
SVV,"Savers Value Village, Inc.",RUSSEL 2000
SWBI,"SMITH & WESSON BRANDS, INC.",RUSSEL 2000
SWI,SolarWinds Corp,RUSSEL 2000
SWIM,"Latham Group, Inc.",RUSSEL 2000
SWKH,SWK Holdings Corp,RUSSEL 2000
SWTX,"SpringWorks Therapeutics, Inc.",RUSSEL 2000
SWX,"Southwest Gas Holdings, Inc.",RUSSEL 2000
SXC,"SunCoke Energy, Inc.",RUSSEL 2000
SXI,STANDEX INTERNATIONAL CORP/DE/,RUSSEL 2000
SXT,SENSIENT TECHNOLOGIES CORP,RUSSEL 2000
SYBT,"Stock Yards Bancorp, Inc.",RUSSEL 2000
SYNA,SYNAPTICS Inc,RUSSEL 2000
TALO,TALOS ENERGY INC.,RUSSEL 2000
TARO,TARO PHARMACEUTICAL INDUSTRIES LTD,RUSSEL 2000
TARS,"Tarsus Pharmaceuticals, Inc.",RUSSEL 2000
TAST,"CARROLS RESTAURANT GROUP, INC.",RUSSEL 2000
TBBK,"Bancorp, Inc.",RUSSEL 2000
TBI,"TrueBlue, Inc.",RUSSEL 2000
TBPH,"Theravance Biopharma, Inc.",RUSSEL 2000
TCBI,TEXAS CAPITAL BANCSHARES INC/TX,RUSSEL 2000
TCBK,TRICO BANCSHARES /,RUSSEL 2000
TCBX,"Third Coast Bancshares, Inc.",RUSSEL 2000
TCI,TRANSCONTINENTAL REALTY INVESTORS INC,RUSSEL 2000
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,RUSSEL 2000
TCX,TUCOWS INC /PA/,RUSSEL 2000
TDS,TELEPHONE & DATA SYSTEMS INC /DE/,RUSSEL 2000
TDUP,ThredUp Inc.,RUSSEL 2000
TDW,TIDEWATER INC,RUSSEL 2000
TELA,"TELA Bio, Inc.",RUSSEL 2000
TELL,TELLURIAN INC. /DE/,RUSSEL 2000
TENB,"Tenable Holdings, Inc.",RUSSEL 2000
TERN,"Terns Pharmaceuticals, Inc.",RUSSEL 2000
TEX,TEREX CORP,RUSSEL 2000
TFIN,"Triumph Financial, Inc.",RUSSEL 2000
TG,TREDEGAR CORP,RUSSEL 2000
TGAN,"Transphorm, Inc.",RUSSEL 2000
TGH,Tornado Global Hydrovacs Ltd,RUSSEL 2000
TGI,TRIUMPH GROUP INC,RUSSEL 2000
TGNA,TEGNA INC,RUSSEL 2000
TGTX,"TG THERAPEUTICS, INC.",RUSSEL 2000
TH,Target Hospitality Corp.,RUSSEL 2000
THFF,FIRST FINANCIAL CORP /IN/,RUSSEL 2000
THR,"Thermon Group Holdings, Inc.",RUSSEL 2000
THRD,"Third Harmonic Bio, Inc.",RUSSEL 2000
THRM,GENTHERM Inc,RUSSEL 2000
THRY,"Thryv Holdings, Inc.",RUSSEL 2000
THS,"TreeHouse Foods, Inc.",RUSSEL 2000
TILE,INTERFACE INC,RUSSEL 2000
TIO,"Tingo Group, Inc.",RUSSEL 2000
TIPT,TIPTREE INC.,RUSSEL 2000
TITN,Titan Machinery Inc.,RUSSEL 2000
TK,TEEKAY CORP,RUSSEL 2000
TLYS,"TILLY'S, INC.",RUSSEL 2000
TMCI,"TREACE MEDICAL CONCEPTS, INC.",RUSSEL 2000
TMDX,"TransMedics Group, Inc.",RUSSEL 2000
TMHC,Taylor Morrison Home Corp,RUSSEL 2000
TMP,TOMPKINS FINANCIAL CORP,RUSSEL 2000
TMST,TimkenSteel Corporation,RUSSEL 2000
TNC,TENNANT CO,RUSSEL 2000
TNET,"TRINET GROUP, INC.",RUSSEL 2000
TNGX,"Tango Therapeutics, Inc.",RUSSEL 2000
TNK,TEEKAY TANKERS LTD.,RUSSEL 2000
TNYA,"Tenaya Therapeutics, Inc.",RUSSEL 2000
TOWN,Towne Bank-Portsmouth VA,RUSSEL 2000
TPB,"Turning Point Brands, Inc.",RUSSEL 2000
TPC,TUTOR PERINI CORP,RUSSEL 2000
TPH,"Tri Pointe Homes, Inc.",RUSSEL 2000
TPIC,"TPI COMPOSITES, INC",RUSSEL 2000
TRC,TEJON RANCH CO,RUSSEL 2000
TRDA,"Entrada Therapeutics, Inc.",RUSSEL 2000
TREE,"LendingTree, Inc.",RUSSEL 2000
TRMK,TRUSTMARK CORP,RUSSEL 2000
TRN,TRINITY INDUSTRIES INC,RUSSEL 2000
TRNO,Terreno Realty Corp,RUSSEL 2000
TRNS,TRANSCAT INC,RUSSEL 2000
TROX,Tronox Holdings plc,RUSSEL 2000
TRS,TRIMAS CORP,RUSSEL 2000
TRST,TRUSTCO BANK CORP N Y,RUSSEL 2000
TRTX,"TPG RE Finance Trust, Inc.",RUSSEL 2000
TRUE,"TrueCar, Inc.",RUSSEL 2000
TRUP,"TRUPANION, INC.",RUSSEL 2000
TRVI,"Trevi Therapeutics, Inc.",RUSSEL 2000
TSBK,TIMBERLAND BANCORP INC,RUSSEL 2000
TSBX,Turnstone Biologics Corp.,RUSSEL 2000
TSE,Trinseo PLC,RUSSEL 2000
TSQ,"Townsquare Media, Inc.",RUSSEL 2000
TSVT,"2seventy bio, Inc.",RUSSEL 2000
TTEC,"TTEC Holdings, Inc.",RUSSEL 2000
TTGT,TechTarget Inc,RUSSEL 2000
TTI,TETRA TECHNOLOGIES INC,RUSSEL 2000
TTMI,TTM TECHNOLOGIES INC,RUSSEL 2000
TTSH,"TILE SHOP HOLDINGS, INC.",RUSSEL 2000
TUSK,"MAMMOTH ENERGY SERVICES, INC.",RUSSEL 2000
TVTX,"Travere Therapeutics, Inc.",RUSSEL 2000
TWI,TITAN INTERNATIONAL INC,RUSSEL 2000
TWKS,"Thoughtworks Holding, Inc.",RUSSEL 2000
TWO,TWO HARBORS INVESTMENT CORP.,RUSSEL 2000
TWST,Twist Bioscience Corp,RUSSEL 2000
TYRA,"Tyra Biosciences, Inc.",RUSSEL 2000
UBSI,UNITED BANKSHARES INC/WV,RUSSEL 2000
UCTT,"Ultra Clean Holdings, Inc.",RUSSEL 2000
UDMY,"Udemy, Inc.",RUSSEL 2000
UE,Urban Edge Properties,RUSSEL 2000
UEC,URANIUM ENERGY CORP,RUSSEL 2000
UFCS,UNITED FIRE GROUP INC,RUSSEL 2000
UFPI,UFP INDUSTRIES INC,RUSSEL 2000
UFPT,UFP TECHNOLOGIES INC,RUSSEL 2000
UHG,"United Homes Group, Inc.",RUSSEL 2000
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,RUSSEL 2000
UIS,UNISYS CORP,RUSSEL 2000
ULCC,"Frontier Group Holdings, Inc.",RUSSEL 2000
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",RUSSEL 2000
UMBF,UMB FINANCIAL CORP,RUSSEL 2000
UMH,"UMH PROPERTIES, INC.",RUSSEL 2000
UNF,UNIFIRST CORP,RUSSEL 2000
UNFI,UNITED NATURAL FOODS INC,RUSSEL 2000
UNIT,Uniti Group Inc.,RUSSEL 2000
UNTY,UNITY BANCORP INC /NJ/,RUSSEL 2000
UONE,"URBAN ONE, INC.",RUSSEL 2000
UONEK,"URBAN ONE, INC.",RUSSEL 2000
UPBD,"UPBOUND GROUP, INC.",RUSSEL 2000
UPST,"Upstart Holdings, Inc.",RUSSEL 2000
UPWK,"UPWORK, INC",RUSSEL 2000
URBN,URBAN OUTFITTERS INC,RUSSEL 2000
URGN,UroGen Pharma Ltd.,RUSSEL 2000
USCB,"USCB FINANCIAL HOLDINGS, INC.",RUSSEL 2000
USLM,UNITED STATES LIME & MINERALS INC,RUSSEL 2000
USNA,USANA HEALTH SCIENCES INC,RUSSEL 2000
USPH,U S PHYSICAL THERAPY INC /NV,RUSSEL 2000
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,RUSSEL 2000
UTL,UNITIL CORP,RUSSEL 2000
UTMD,UTAH MEDICAL PRODUCTS INC,RUSSEL 2000
UTZ,"Utz Brands, Inc.",RUSSEL 2000
UUUU,ENERGY FUELS INC,RUSSEL 2000
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",RUSSEL 2000
UVSP,UNIVEST FINANCIAL Corp,RUSSEL 2000
UVV,UNIVERSAL CORP /VA/,RUSSEL 2000
VABK,Virginia National Bankshares Corp,RUSSEL 2000
VAL,Valaris Ltd,RUSSEL 2000
VALU,VALUE LINE INC,RUSSEL 2000
VATE,INNOVATE Corp.,RUSSEL 2000
VAXX,"Vaxxinity, Inc.",RUSSEL 2000
VBTX,"Veritex Holdings, Inc.",RUSSEL 2000
VC,VISTEON CORP,RUSSEL 2000
VCEL,Vericel Corp,RUSSEL 2000
VCTR,"Victory Capital Holdings, Inc.",RUSSEL 2000
VCYT,"VERACYTE, INC.",RUSSEL 2000
VECO,VEECO INSTRUMENTS INC,RUSSEL 2000
VEL,"Velocity Financial, Inc.",RUSSEL 2000
VERA,"Vera Therapeutics, Inc.",RUSSEL 2000
VERI,"Veritone, Inc.",RUSSEL 2000
VERV,"Verve Therapeutics, Inc.",RUSSEL 2000
VGAS,"Verde Clean Fuels, Inc.",RUSSEL 2000
VGR,VECTOR GROUP LTD,RUSSEL 2000
VHI,VALHI INC /DE/,RUSSEL 2000
VIAV,VIAVI SOLUTIONS INC.,RUSSEL 2000
VICR,VICOR CORP,RUSSEL 2000
VIGL,"Vigil Neuroscience, Inc.",RUSSEL 2000
VIR,"Vir Biotechnology, Inc.",RUSSEL 2000
VITL,"Vital Farms, Inc.",RUSSEL 2000
VKTX,"Viking Therapeutics, Inc.",RUSSEL 2000
VLGEA,VILLAGE SUPER MARKET INC,RUSSEL 2000
VLY,VALLEY NATIONAL BANCORP,RUSSEL 2000
VMD,"VIEMED HEALTHCARE, INC.",RUSSEL 2000
VMEO,"Vimeo, Inc.",RUSSEL 2000
VNDA,Vanda Pharmaceuticals Inc.,RUSSEL 2000
VOR,Vor Biopharma Inc.,RUSSEL 2000
VOXX,VOXX International Corp,RUSSEL 2000
VPG,"Vishay Precision Group, Inc.",RUSSEL 2000
VRA,"Vera Bradley, Inc.",RUSSEL 2000
VRCA,Verrica Pharmaceuticals Inc.,RUSSEL 2000
VRDN,"Viridian Therapeutics, Inc.\DE",RUSSEL 2000
VRE,"Veris Residential, Inc.",RUSSEL 2000
VREX,Varex Imaging Corp,RUSSEL 2000
VRNS,VARONIS SYSTEMS INC,RUSSEL 2000
VRNT,VERINT SYSTEMS INC,RUSSEL 2000
VRRM,VERRA MOBILITY Corp,RUSSEL 2000
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",RUSSEL 2000
VSEC,VSE CORP,RUSSEL 2000
VSH,VISHAY INTERTECHNOLOGY INC,RUSSEL 2000
VSTO,Vista Outdoor Inc.,RUSSEL 2000
VTLE,"Vital Energy, Inc.",RUSSEL 2000
VTOL,Bristow Group Inc.,RUSSEL 2000
VTS,"Vitesse Energy, Inc.",RUSSEL 2000
VTYX,"Ventyx Biosciences, Inc.",RUSSEL 2000
VUZI,Vuzix Corp,RUSSEL 2000
VVI,VIAD CORP,RUSSEL 2000
VVX,"V2X, Inc.",RUSSEL 2000
VYGR,"Voyager Therapeutics, Inc.",RUSSEL 2000
VZIO,Vizio Holding Corp.,RUSSEL 2000
WABC,WESTAMERICA BANCORPORATION,RUSSEL 2000
WAFD,WAFD INC,RUSSEL 2000
WALD,Waldencast plc,RUSSEL 2000
WASH,WASHINGTON TRUST BANCORP INC,RUSSEL 2000
WD,"Walker & Dunlop, Inc.",RUSSEL 2000
WDFC,WD 40 CO,RUSSEL 2000
WEAV,"Weave Communications, Inc.",RUSSEL 2000
WERN,WERNER ENTERPRISES INC,RUSSEL 2000
WEST,Westrock Coffee Co,RUSSEL 2000
WEYS,WEYCO GROUP INC,RUSSEL 2000
WFRD,Weatherford International plc,RUSSEL 2000
WGO,WINNEBAGO INDUSTRIES INC,RUSSEL 2000
WHD,"Cactus, Inc.",RUSSEL 2000
WINA,WINMARK CORP,RUSSEL 2000
WIRE,ENCORE WIRE CORP,RUSSEL 2000
WISH,ContextLogic Inc.,RUSSEL 2000
WK,WORKIVA INC,RUSSEL 2000
WKC,WORLD KINECT CORP,RUSSEL 2000
WKHS,Workhorse Group Inc.,RUSSEL 2000
WLDN,"Willdan Group, Inc.",RUSSEL 2000
WLFC,WILLIS LEASE FINANCE CORP,RUSSEL 2000
WLLBW,Chord Energy Corp,RUSSEL 2000
WLY,"JOHN WILEY & SONS, INC.",RUSSEL 2000
WMK,WEIS MARKETS INC,RUSSEL 2000
WNC,WABASH NATIONAL Corp,RUSSEL 2000
WOR,"WORTHINGTON ENTERPRISES, INC.",RUSSEL 2000
WOW,"WideOpenWest, Inc.",RUSSEL 2000
WRBY,Warby Parker Inc.,RUSSEL 2000
WRLD,WORLD ACCEPTANCE CORP,RUSSEL 2000
WS,"Worthington Steel, Inc.",RUSSEL 2000
WSBC,WESBANCO INC,RUSSEL 2000
WSBF,Waterstone Financial Inc,RUSSEL 2000
WSFS,WSFS FINANCIAL CORP,RUSSEL 2000
WSR,Whitestone REIT,RUSSEL 2000
WT,"WisdomTree, Inc.",RUSSEL 2000
WTBA,WEST BANCORPORATION INC,RUSSEL 2000
WTI,W&T OFFSHORE INC,RUSSEL 2000
WTS,WATTS WATER TECHNOLOGIES INC,RUSSEL 2000
WTTR,"Select Water Solutions, Inc.",RUSSEL 2000
WULF,TERAWULF INC.,RUSSEL 2000
WVE,Wave Life Sciences Ltd.,RUSSEL 2000
WW,"WW INTERNATIONAL, INC.",RUSSEL 2000
WWW,WOLVERINE WORLD WIDE INC /DE/,RUSSEL 2000
XAIR,"Beyond Air, Inc.",RUSSEL 2000
XERS,"Xeris Biopharma Holdings, Inc.",RUSSEL 2000
XFOR,"X4 Pharmaceuticals, Inc",RUSSEL 2000
XHR,"Xenia Hotels & Resorts, Inc.",RUSSEL 2000
XMTR,"Xometry, Inc.",RUSSEL 2000
XNCR,Xencor Inc,RUSSEL 2000
XOMA,XOMA Corp,RUSSEL 2000
XPEL,"XPEL, Inc.",RUSSEL 2000
XPER,Xperi Inc.,RUSSEL 2000
